education,hours-per-week,sex,age,race,workclass,Major_Group,Age_Group
Some-college,24,Male,30,White,Private,Other,26–35
Bachelors,40,Female,26,White,Private,Other,26–35
Masters,50,Male,48,White,Local-gov,Health,46–55
Some-college,40,Male,37,White,Private,Engineering,36–45
Less than HS,40,Male,29,White,Private,Other,26–35
HS-grad,55,Male,49,White,Private,Other,46–55
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,20,Male,74,White,Self-emp-not-inc,Other,66+
Less than HS,67,Male,56,White,Self-emp-not-inc,Other,56–65
Bachelors,40,Male,39,White,Federal-gov,Business,36–45
HS-grad,40,Male,21,White,Private,Other,18–25
Bachelors,45,Female,29,White,Private,Business,26–35
HS-grad,45,Male,43,White,Self-emp-not-inc,Other,36–45
Bachelors,40,Female,23,White,Private,Business,18–25
HS-grad,50,Female,26,White,Private,Other,26–35
HS-grad,60,Male,47,White,Private,Other,46–55
HS-grad,55,Male,27,White,Private,Other,26–35
HS-grad,45,Male,45,White,Private,Other,36–45
HS-grad,70,Male,30,White,Private,Other,26–35
Some-college,20,Female,35,White,Private,Business,26–35
HS-grad,40,Male,33,White,Private,Other,26–35
HS-grad,40,Male,37,White,Private,Other,36–45
HS-grad,20,Male,21,White,Private,Other,18–25
HS-grad,40,Male,42,White,Private,Other,36–45
HS-grad,36,Male,48,White,Federal-gov,Other,46–55
HS-grad,48,Female,46,White,Private,Other,46–55
Less than HS,40,Female,36,White,Private,Other,36–45
HS-grad,40,Male,54,White,Private,Other,46–55
HS-grad,40,Female,25,White,Private,Other,18–25
HS-grad,25,Female,26,White,Local-gov,Other,26–35
HS-grad,57,Male,36,White,Self-emp-inc,Other,36–45
Bachelors,20,Male,56,White,Self-emp-not-inc,Health,56–65
HS-grad,40,Male,37,White,Private,Other,36–45
Bachelors,40,Female,26,White,Private,Health,26–35
Bachelors,25,Female,23,White,Private,Other,18–25
Bachelors,40,Female,23,White,State-gov,Health,18–25
Bachelors,40,Male,41,White,State-gov,Business,36–45
Bachelors,50,Male,55,White,Private,Business,46–55
Bachelors,40,Male,39,White,Private,Business,36–45
Assoc-acdm,35,Male,67,White,Local-gov,Industrial Arts & Consumer Services,66+
HS-grad,50,Female,60,White,Private,Other,56–65
HS-grad,40,Female,54,White,Private,Other,46–55
Masters,40,Male,38,White,Private,Health,36–45
Some-college,40,Male,47,Asian-Pac-Islander,Private,Other,46–55
Bachelors,42,Male,49,White,State-gov,Health,46–55
HS-grad,24,Female,19,White,Private,Other,18–25
Some-college,40,Male,20,White,Private,Engineering,18–25
HS-grad,35,Female,66,White,Private,Other,66+
Masters,42,Male,51,White,Self-emp-not-inc,Other,46–55
Some-college,40,Male,19,White,Private,Business,18–25
Some-college,40,Female,36,White,Private,Business,36–45
HS-grad,60,Male,33,White,Private,Other,26–35
Bachelors,56,Male,41,White,Private,Business,36–45
HS-grad,50,Male,90,White,Private,Other,66+
HS-grad,40,Female,36,White,Private,Other,36–45
Prof-school,55,Male,30,White,Private,Law & Public Policy,26–35
Some-college,40,Male,35,White,Private,Business,26–35
Masters,45,Male,46,White,Private,Other,46–55
HS-grad,40,Male,38,White,Private,Other,36–45
Bachelors,40,Male,24,White,Private,Health,18–25
Bachelors,40,Female,40,White,Private,Other,36–45
Less than HS,40,Male,49,White,Private,Other,46–55
HS-grad,30,Male,19,Black,Private,Other,18–25
Some-college,20,Female,77,White,Private,Other,66+
HS-grad,56,Male,46,White,Private,Other,46–55
Some-college,40,Male,41,Black,Private,Engineering,36–45
Less than HS,77,Male,28,White,Private,Other,26–35
HS-grad,40,Male,21,White,Private,Other,18–25
Less than HS,40,Male,24,Black,Private,Other,18–25
HS-grad,45,Male,36,Black,Private,Other,36–45
Some-college,25,Male,23,White,State-gov,Business,18–25
HS-grad,40,Male,38,White,Federal-gov,Other,36–45
HS-grad,40,Male,29,White,Self-emp-not-inc,Other,26–35
Some-college,50,Male,38,White,Private,Business,36–45
Bachelors,40,Male,47,Black,Federal-gov,Business,46–55
Masters,40,Female,39,White,Local-gov,Health,36–45
Bachelors,48,Male,40,White,Local-gov,Health,36–45
HS-grad,40,Female,32,Asian-Pac-Islander,Private,Other,26–35
HS-grad,40,Male,23,White,Private,Other,18–25
HS-grad,40,Male,44,White,State-gov,Other,36–45
Bachelors,20,Female,70,White,Private,Health,66+
Masters,40,Male,51,White,Private,Other,46–55
Less than HS,30,Female,66,Black,Private,Other,66+
Some-college,40,Male,57,White,Self-emp-inc,Business,56–65
Some-college,40,Male,36,White,Private,Other,36–45
Bachelors,60,Male,48,White,Self-emp-inc,Business,46–55
Masters,40,Female,51,White,Private,Health,46–55
Bachelors,50,Male,43,White,Private,Business,36–45
HS-grad,60,Male,27,White,Private,Other,26–35
Bachelors,40,Female,32,White,Private,Business,26–35
Some-college,35,Female,20,White,Private,Business,18–25
Some-college,40,Female,33,White,Private,Business,26–35
Some-college,40,Male,19,White,Private,Business,18–25
Some-college,60,Male,32,White,Local-gov,Engineering,26–35
Prof-school,40,Male,35,Asian-Pac-Islander,Private,Law & Public Policy,26–35
HS-grad,60,Male,26,White,Private,Other,26–35
HS-grad,60,Female,39,White,Private,Other,36–45
Bachelors,75,Female,24,Black,Private,Other,18–25
Some-college,40,Male,45,White,Private,Business,36–45
Some-college,40,Male,20,White,Private,Business,18–25
Bachelors,45,Female,49,White,State-gov,Health,46–55
Masters,40,Female,35,White,State-gov,Health,26–35
HS-grad,40,Female,30,White,Private,Other,26–35
Some-college,25,Female,23,White,Private,Business,18–25
Bachelors,45,Male,33,White,Private,Business,26–35
HS-grad,50,Male,35,White,Private,Other,26–35
Masters,50,Male,31,White,Private,Health,26–35
Less than HS,25,Male,20,Black,Private,Other,18–25
HS-grad,40,Male,44,White,Private,Other,36–45
HS-grad,40,Male,33,Black,Self-emp-not-inc,Other,26–35
Some-college,40,Male,50,White,Private,Other,46–55
HS-grad,40,Female,25,White,Private,Other,18–25
HS-grad,40,Male,28,White,State-gov,Other,26–35
Bachelors,40,Male,60,Black,Federal-gov,Business,56–65
Assoc-voc,40,Male,38,White,Federal-gov,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,38,Black,Private,Engineering,36–45
Bachelors,40,Male,57,White,Federal-gov,Business,56–65
HS-grad,40,Male,50,White,Private,Other,46–55
Less than HS,40,Female,39,White,Local-gov,Other,36–45
HS-grad,6,Male,69,White,Local-gov,Other,66+
Assoc-voc,39,Male,51,White,State-gov,Industrial Arts & Consumer Services,46–55
HS-grad,40,Male,42,Black,Private,Other,36–45
Bachelors,50,Male,53,White,Private,Business,46–55
Bachelors,40,Male,37,White,Private,Other,36–45
Less than HS,40,Male,37,White,Private,Other,36–45
HS-grad,50,Male,38,White,Private,Other,36–45
Some-college,24,Female,20,White,Private,Other,18–25
Some-college,38,Female,38,Black,State-gov,Business,36–45
Assoc-voc,48,Male,52,White,Private,Industrial Arts & Consumer Services,46–55
Assoc-voc,50,Male,48,White,Self-emp-inc,Industrial Arts & Consumer Services,46–55
Assoc-voc,40,Male,30,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,65,Male,37,White,Self-emp-not-inc,Other,36–45
HS-grad,45,Male,47,White,Private,Other,46–55
Bachelors,60,Female,33,White,Local-gov,Business,26–35
HS-grad,35,Female,33,Asian-Pac-Islander,Private,Other,26–35
Some-college,15,Male,20,White,Private,Other,18–25
Bachelors,40,Male,41,White,State-gov,Business,36–45
Some-college,45,Male,32,White,Private,Other,26–35
Bachelors,40,Female,36,White,Federal-gov,Business,36–45
Bachelors,40,Female,46,White,Private,Health,46–55
Bachelors,40,Male,45,White,Private,Business,36–45
Some-college,16,Female,18,White,Private,Other,18–25
Some-college,60,Male,62,White,Private,Other,56–65
HS-grad,40,Male,33,White,Private,Other,26–35
HS-grad,40,Male,42,White,Private,Other,36–45
Some-college,40,Female,18,White,Private,Health,18–25
Assoc-voc,40,Female,32,White,Private,Industrial Arts & Consumer Services,26–35
Less than HS,40,Male,43,Black,Private,Other,36–45
HS-grad,25,Female,20,Black,Private,Other,18–25
Bachelors,45,Male,50,White,Private,Business,46–55
HS-grad,40,Male,36,White,Private,Other,36–45
HS-grad,40,Male,22,White,Private,Other,18–25
HS-grad,40,Male,30,Black,Private,Other,26–35
HS-grad,40,Male,33,White,Self-emp-not-inc,Other,26–35
Assoc-acdm,43,Male,43,White,Local-gov,Industrial Arts & Consumer Services,36–45
Some-college,40,Male,38,White,Private,Other,36–45
Bachelors,14,Male,34,White,Local-gov,Other,26–35
Some-college,45,Female,40,White,Private,Business,36–45
HS-grad,40,Male,40,White,Private,Other,36–45
Prof-school,50,Male,41,White,Local-gov,Law & Public Policy,36–45
Some-college,50,Male,57,White,Private,Business,56–65
Masters,4,Male,65,White,Local-gov,Health,56–65
Some-college,50,Male,52,White,Federal-gov,Other,46–55
Prof-school,40,Male,59,Asian-Pac-Islander,Private,Law & Public Policy,56–65
HS-grad,25,Male,18,White,Private,Other,18–25
Assoc-acdm,45,Male,48,White,Private,Industrial Arts & Consumer Services,46–55
Less than HS,40,Male,45,White,Private,Other,36–45
HS-grad,40,Male,24,White,Private,Other,18–25
Assoc-acdm,40,Male,27,White,State-gov,Industrial Arts & Consumer Services,26–35
Masters,50,Male,40,White,Private,Other,36–45
Bachelors,40,Male,44,White,State-gov,Business,36–45
HS-grad,50,Male,24,Black,Private,Other,18–25
Prof-school,16,Male,71,White,Private,Law & Public Policy,66+
Less than HS,40,Male,17,White,Private,Other,NA
Some-college,40,Male,57,White,Self-emp-not-inc,Engineering,56–65
HS-grad,40,Male,33,White,Private,Other,26–35
HS-grad,40,Male,41,White,Private,Other,36–45
Bachelors,40,Female,25,White,Private,Business,18–25
HS-grad,15,Male,42,White,Self-emp-not-inc,Other,36–45
HS-grad,40,Male,34,White,Private,Other,26–35
Bachelors,45,Female,27,White,Local-gov,Health,26–35
Bachelors,20,Male,24,White,Private,Health,18–25
Bachelors,30,Male,23,White,Private,Other,18–25
Some-college,40,Male,33,White,Private,Health,26–35
Assoc-voc,56,Male,58,White,Self-emp-inc,Industrial Arts & Consumer Services,56–65
Less than HS,40,Male,25,White,Private,Other,18–25
Masters,55,Female,44,White,Private,Health,36–45
HS-grad,40,Male,53,White,Federal-gov,Other,46–55
HS-grad,35,Female,38,White,Local-gov,Other,36–45
Bachelors,45,Female,36,White,Private,Health,36–45
HS-grad,40,Male,25,White,State-gov,Other,18–25
Bachelors,40,Female,54,White,Federal-gov,Business,46–55
Less than HS,40,Male,31,Black,Private,Other,26–35
HS-grad,40,Male,18,White,State-gov,Other,18–25
HS-grad,40,Male,40,Black,Private,Other,36–45
Some-college,40,Female,26,Black,Private,Business,26–35
Bachelors,50,Male,33,White,Private,Health,26–35
Assoc-acdm,55,Male,22,White,Private,Industrial Arts & Consumer Services,18–25
Some-college,40,Male,50,White,State-gov,Engineering,46–55
HS-grad,40,Female,44,White,Private,Other,36–45
HS-grad,40,Male,37,Black,Private,Other,36–45
Bachelors,40,Male,34,White,Self-emp-not-inc,Engineering,26–35
Some-college,45,Female,45,White,Federal-gov,Engineering,36–45
Less than HS,35,Female,25,White,Private,Other,18–25
Some-college,40,Female,20,Black,Private,Business,18–25
HS-grad,40,Male,46,Amer-Indian-Eskimo,Federal-gov,Other,46–55
Assoc-acdm,40,Male,26,White,Private,Industrial Arts & Consumer Services,26–35
Less than HS,25,Female,45,White,Private,Other,36–45
HS-grad,40,Male,57,White,Private,Other,56–65
Assoc-voc,40,Male,28,White,Private,Industrial Arts & Consumer Services,26–35
Some-college,45,Male,36,White,Private,Business,36–45
HS-grad,40,Female,32,White,Private,Other,26–35
Bachelors,50,Male,29,White,Private,Business,26–35
Bachelors,45,Male,36,White,Private,Health,36–45
HS-grad,30,Male,19,White,Private,Other,18–25
Bachelors,20,Female,27,Asian-Pac-Islander,Private,Engineering,26–35
Masters,55,Male,48,White,Private,Other,46–55
Bachelors,50,Male,49,White,Self-emp-not-inc,Engineering,46–55
Masters,20,Male,55,White,Private,Other,46–55
HS-grad,82,Female,61,White,Private,Other,56–65
Some-college,40,Male,42,White,Local-gov,Business,36–45
Assoc-acdm,40,Female,42,White,Federal-gov,Industrial Arts & Consumer Services,36–45
Assoc-voc,40,Male,30,White,Local-gov,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,32,White,Self-emp-not-inc,Other,26–35
Some-college,40,Male,37,White,Private,Other,36–45
Some-college,45,Male,35,White,Private,Engineering,26–35
Assoc-voc,40,Female,30,White,Private,Industrial Arts & Consumer Services,26–35
Prof-school,20,Male,30,Asian-Pac-Islander,Private,Law & Public Policy,26–35
Some-college,70,Male,55,White,Private,Business,46–55
Some-college,40,Male,36,White,Private,Other,36–45
HS-grad,48,Male,33,White,Private,Other,26–35
Bachelors,40,Male,56,White,Local-gov,Health,56–65
Assoc-voc,40,Male,26,White,Private,Industrial Arts & Consumer Services,26–35
HS-grad,40,Male,37,White,Private,Other,36–45
HS-grad,60,Male,28,White,Private,Other,26–35
HS-grad,50,Male,38,White,Private,Other,36–45
Some-college,43,Female,48,White,Private,Business,46–55
Assoc-acdm,40,Male,35,White,Private,Industrial Arts & Consumer Services,26–35
Bachelors,40,Male,39,White,Local-gov,Engineering,36–45
HS-grad,40,Male,64,White,Private,Other,56–65
HS-grad,40,Female,22,Black,Private,Other,18–25
Bachelors,40,Male,45,White,Local-gov,Business,36–45
Less than HS,40,Male,27,White,Private,Other,26–35
HS-grad,50,Female,43,White,State-gov,Other,36–45
Some-college,37,Female,23,White,Private,Other,18–25
Less than HS,40,Male,25,Black,Private,Other,18–25
Masters,50,Male,39,White,Private,Health,36–45
HS-grad,35,Female,63,White,Private,Other,56–65
Prof-school,40,Male,37,White,Private,Law & Public Policy,36–45
HS-grad,40,Male,26,Other,Federal-gov,Other,26–35
Bachelors,40,Male,33,White,Private,Health,26–35
Some-college,40,Female,28,White,Private,Business,26–35
Some-college,20,Female,20,White,Private,Other,18–25
HS-grad,20,Female,34,White,Private,Other,26–35
Some-college,40,Male,34,White,Private,Other,26–35
HS-grad,40,Male,41,White,Private,Other,36–45
Some-college,50,Male,38,White,Private,Business,36–45
Bachelors,40,Male,36,White,Private,Business,36–45
Some-college,40,Male,38,Asian-Pac-Islander,Private,Other,36–45
Bachelors,72,Male,46,White,Self-emp-inc,Business,46–55
Bachelors,60,Female,43,Asian-Pac-Islander,Self-emp-not-inc,Business,36–45
Some-college,30,Female,49,White,Private,Business,46–55
Bachelors,35,Female,26,White,Local-gov,Health,26–35
HS-grad,35,Female,28,White,Private,Other,26–35
HS-grad,40,Male,54,White,Self-emp-inc,Other,46–55
Some-college,50,Male,24,White,Private,Other,18–25
Some-college,30,Male,23,White,Private,Business,18–25
HS-grad,40,Female,55,White,Local-gov,Other,46–55
Less than HS,40,Male,58,White,Self-emp-not-inc,Other,56–65
Less than HS,20,Female,19,Black,Private,Other,18–25
Some-college,52,Male,45,White,Private,Business,36–45
Some-college,45,Male,30,White,Private,Engineering,26–35
HS-grad,33,Female,76,White,Private,Other,66+
HS-grad,40,Female,47,White,Private,Other,46–55
Some-college,40,Male,34,White,Private,Other,26–35
Some-college,35,Female,40,White,Private,Business,36–45
HS-grad,25,Female,24,White,Private,Other,18–25
Bachelors,50,Female,30,White,Private,Health,26–35
Some-college,10,Male,67,White,Private,Other,66+
HS-grad,40,Female,24,White,Private,Other,18–25
Some-college,40,Female,43,White,Local-gov,Business,36–45
Less than HS,40,Male,29,White,Private,Other,26–35
HS-grad,40,Male,40,White,Private,Other,36–45
Some-college,40,Male,61,White,Federal-gov,Health,56–65
Doctorate,45,Male,45,White,Local-gov,Other,36–45
Some-college,50,Female,21,White,State-gov,Engineering,18–25
HS-grad,40,Male,58,White,Private,Other,56–65
Some-college,40,Male,52,White,Private,Engineering,46–55
HS-grad,40,Male,34,White,Private,Other,26–35
Some-college,20,Female,20,Black,Private,Health,18–25
HS-grad,40,Male,46,White,Private,Other,46–55
Some-college,40,Female,54,White,Private,Business,46–55
Masters,40,Male,43,White,State-gov,Health,36–45
Less than HS,40,Male,25,White,Private,Other,18–25
Assoc-acdm,25,Female,21,White,Private,Industrial Arts & Consumer Services,18–25
Some-college,50,Male,65,White,Private,Health,56–65
HS-grad,40,Male,37,White,Private,Other,36–45
HS-grad,40,Male,29,White,Private,Other,26–35
Bachelors,40,Male,44,White,Private,Business,36–45
Some-college,40,Male,37,White,Federal-gov,Business,36–45
Some-college,40,Female,38,Black,Private,Other,36–45
Some-college,70,Male,35,White,Private,Business,26–35
HS-grad,40,Male,32,White,Private,Other,26–35
Some-college,60,Male,44,White,Self-emp-not-inc,Business,36–45
Some-college,25,Female,23,White,Private,Other,18–25
Bachelors,45,Male,25,White,Self-emp-inc,Business,18–25
Some-college,28,Female,23,White,Private,Business,18–25
Some-college,40,Male,47,White,Private,Engineering,46–55
Less than HS,45,Female,47,White,Private,Other,46–55
HS-grad,40,Male,25,White,Private,Other,18–25
Some-college,45,Male,35,White,Private,Engineering,26–35
Assoc-voc,40,Male,50,White,Private,Industrial Arts & Consumer Services,46–55
HS-grad,40,Female,47,White,Private,Other,46–55
Doctorate,45,Male,35,White,Private,Other,26–35
HS-grad,40,Male,24,White,Private,Other,18–25
HS-grad,40,Male,21,White,Private,Other,18–25
Bachelors,40,Female,35,White,Private,Health,26–35
Bachelors,40,Female,30,Asian-Pac-Islander,Private,Other,26–35
